join znc sid131535@gateway/web/irccloud.com/x-hlbgfhfuofmlkwca davidcalle #ubuntu-community-team
join znc sid91482@gateway/web/irccloud.com/x-zvoqrpwrvddtrnsq krismaguire #linuxpadawan
join znc omnidan@touchlay/founder/omnidan omnidan #ubuntu-locoteams
join znc ukikie@ubuntu/member/unit193 Unit193 #ubuntu-us-oh
join znc JonathanD@freenode/staff-emeritus/jonathand JonathanD #ubuntu-us-oh
join znc Mikaela@unaffiliated/mikaela Ciblia #ubuntu-women
join znc Mikaela@unaffiliated/mikaela Ciblia #ubuntu-women-project
join znc thafreak@unaffiliated/thafreak thafreak #ubuntu-us-oh
join znc TaeheeJan@1.239.122.225 TaeheeJang #ubuntu-locoteams
join znc smashek@48f8b30c3bf3.click-network.com cptmashek_ #ubuntu-women
join znc phillw@linuxpadawan/master/phillw phillw #linuxpadawan
join znc sid69323@ubuntu/member/mariogrip mariogrip #ubuntu-community-team
join znc irc@gateway/shell/elitebnc/x-kqtxjnjsvrxmuokt Guest60236 #linuxpadawan
join znc patrick@unaffiliated/semitones semitones #ubuntu-women
join znc IdleOne@ubuntu/member/idleone IdleOne #ubuntu-women
join znc IdleOne@ubuntu/member/idleone IdleOne #ubuntu-women-project
join znc sakrecoer@forskningsavd.se sakrecoer #ubuntu-community-team
join znc Mister_Q@p5DEC2E99.dip0.t-ipconnect.de Mister_Q #ubuntu-community-team
join znc jedi@unzip.strip.touch.finger.mount.fsck.unmount.sleep.firrre.com JediKnight #ubuntu-bd
join znc ChanServ@services. ChanServ #ubuntu-community-team
join znc ChanServ@services. ChanServ #ubuntu-locoteams
join znc ChanServ@services. ChanServ #linuxpadawan-internal
join znc ChanServ@services. ChanServ #ubuntu-women-project
join znc ChanServ@services. ChanServ #ubuntu-us-oh
join znc ChanServ@services. ChanServ #linuxpadawan-offtopic
join znc ChanServ@services. ChanServ ##tsimonq2
join znc ChanServ@services. ChanServ #linuxpadawan
join znc ChanServ@services. ChanServ #ubuntu-bd
join znc Pavel@unaffiliated/pavlushka pavlushka #ubuntu-community-team
join znc Pavel@unaffiliated/pavlushka pavlushka #ubuntu-locoteams
join znc Pavel@unaffiliated/pavlushka pavlushka #ubuntu-us-oh
join znc Pavel@unaffiliated/pavlushka pavlushka #linuxpadawan-offtopic
join znc Pavel@unaffiliated/pavlushka pavlushka #linuxpadawan
join znc Pavel@unaffiliated/pavlushka pavlushka #ubuntu-bd
join znc Pavel@unaffiliated/pavlushka pavlushka #belkinsa2
join znc Na3iL@ubuntu/member/na3il Na3iL #ubuntu-community-team
join znc Na3iL@ubuntu/member/na3il Na3iL #ubuntu-locoteams
join znc Na3iL@ubuntu/member/na3il Na3iL #linuxpadawan-offtopic
join znc Na3iL@ubuntu/member/na3il Na3iL #linuxpadawan
join znc ubottu@ubuntu/bot/ubottu ubottu #ubuntu-women
join znc sid3691@gateway/web/irccloud.com/x-cvkuixultsgbvmld kitten|cloud_ #ubuntu-women
join znc steve@208-151-246-43.dq1sn.easystreet.com sbeattie #ubuntu-women
join znc jose@ubuntu/member/jose jose #ubuntu-community-team
join znc jose@ubuntu/member/jose jose #ubuntu-locoteams
join znc lallinaho@ubuntu/member/knome knome #ubuntu-community-team
join znc mhall@ubuntu/member/mhall119 mhall119 #ubuntu-community-team
join znc mhall@ubuntu/member/mhall119 mhall119 #ubuntu-locoteams
join znc mhall@ubuntu/member/mhall119 mhall119 #ubuntu-communitycouncil
join znc sid13040@gateway/web/irccloud.com/x-frbyaxxvoctjsbuc gonyere #ubuntu-community-team
join znc sid13040@gateway/web/irccloud.com/x-frbyaxxvoctjsbuc gonyere #ubuntu-women
join znc sid13040@gateway/web/irccloud.com/x-frbyaxxvoctjsbuc gonyere #ubuntu-women-project
join znc sid13040@gateway/web/irccloud.com/x-frbyaxxvoctjsbuc gonyere #ubuntu-us-oh
join znc hdrv@37.59.167.9 hyperdrive #linuxpadawan
join znc darkrose_@eth2826.qld.adsl.internode.on.net darkrose #ubuntu-women
join znc root@unaffiliated/tyil mieko #ubuntu-women
join znc matthew@ubuntu/member/matt-symes mcs_ #ubuntu-community-team
join znc yano@freenode/staff-emeritus/yano yano #ubuntu-us-oh
join znc benny@ubuntu/member/benonsoftware benonsoftware #ubuntu-community-team
join znc benny@ubuntu/member/benonsoftware benonsoftware #ubuntu-locoteams
join znc benny@ubuntu/member/benonsoftware benonsoftware #ubuntu-women
join znc benny@ubuntu/member/benonsoftware benonsoftware #ubuntu-women-project
join znc teward@ubuntu/member/teward teward #linuxpadawan-internal
join znc teward@ubuntu/member/teward teward #linuxpadawan-offtopic
join znc teward@ubuntu/member/teward teward #linuxpadawan
join znc tanvir@wikimedia/wikitanvir Tanvir #ubuntu-bd
join znc zimmerman@amarok/team/valorie valorie #ubuntu-women
join znc costales@ubuntu/member/costales costales #ubuntu-locoteams
join znc elky@ubuntu/member/pdpc.professional.elky elky #ubuntu-women
join znc elky@ubuntu/member/pdpc.professional.elky elky #ubuntu-women-project
join znc gilbert@psidef.org gilbert_ #ubuntu-us-oh
join znc erdic@unaffiliated/motley erdic #ubuntu-women
join znc ubuntu@192.99.229.211 bdBot #ubuntu-bd
join znc jcastro@ubuntu/member/jcastro jcastro #ubuntu-community-team
join znc akgraner@104.236.13.147 akgraner #ubuntu-community-team
join znc akgraner@104.236.13.147 akgraner #ubuntu-women
join znc akgraner@104.236.13.147 akgraner #ubuntu-women-project
join znc sid99505@gateway/web/irccloud.com/x-xvtuzdbsbkvootlz PotatoGim_ #ubuntu-locoteams
join znc hggdh@ubuntu/member/hggdh hggdh #ubuntu-community-team
join znc hggdh@ubuntu/member/hggdh hggdh #ubuntu-communitycouncil
join znc hggdh@ubuntu/member/hggdh hggdh #ubuntu-rmb
join znc adueppen@gateway/shell/bnc4free/x-drafoqktatdtqskp adueppen #linuxpadawan-offtopic
join znc adueppen@gateway/shell/bnc4free/x-drafoqktatdtqskp adueppen #linuxpadawan
join znc ToyKeeper@74-95-113-201-Colorado.hfc.comcastbusiness.net ToyKeeper #ubuntu-women
join znc zequence@ubuntu/member/zequence zequence #ubuntu-community-team
join znc cprofitt@fedora/cprofitt cprofitt #linuxpadawan
join znc meetingol@ubuntu/bot/meetingology meetingology #ubuntu-community-team
join znc meetingol@ubuntu/bot/meetingology meetingology #ubuntu-women-project
join znc meetingol@ubuntu/bot/meetingology meetingology #ubuntu-rmb
join znc quassel@unaffiliated/hibana inetpro #ubuntu-community-team
join znc quassel@unaffiliated/hibana inetpro #ubuntu-locoteams
join znc cjohnston@ubuntu/member/pdpc.supporter.active.cjohnston cjohnston #ubuntu-community-team
join znc einherjer@69.64.40.177 Einherjer #ubuntu-women
join znc simonquigl@ubuntu/member/tsimonq2 tsimonq2 #ubuntu-community-team
join znc simonquigl@ubuntu/member/tsimonq2 tsimonq2 #ubuntu-locoteams
join znc simonquigl@ubuntu/member/tsimonq2 tsimonq2 #linuxpadawan-offtopic
join znc simonquigl@ubuntu/member/tsimonq2 tsimonq2 ##tsimonq2
join znc simonquigl@ubuntu/member/tsimonq2 tsimonq2 #linuxpadawan
join znc nchambers@carmelirc.duckdns.org nchambers #ubuntu-women
join znc commandol@ubuntu/member/commandoline commandoline #ubuntu-locoteams
join znc lyz@your.worshipfulness.princessleia.com pleia2 #ubuntu-community-team
join znc lyz@your.worshipfulness.princessleia.com pleia2 #ubuntu-locoteams
join znc nhaines@ubuntu/member/nhaines nhaines #ubuntu-locoteams
join znc quasselcor@ubuntu/member/superfly superfly #ubuntu-locoteams
join znc russell@ubuntu/member/ekushey Ekushey #ubuntu-locoteams
join znc russell@ubuntu/member/ekushey Ekushey #ubuntu-bd
join znc sid3281@ubuntu/member/jrgifford jrgifford #ubuntu-us-oh
join znc ajmitch@ubuntu/member/ajmitch ajmitch #ubuntu-community-team
join znc ajmitch@ubuntu/member/ajmitch ajmitch #ubuntu-locoteams
join znc janc@lugwv/member/JanC JanC #ubuntu-locoteams
join znc janc@lugwv/member/JanC JanC #ubuntu-women
join znc janc@lugwv/member/JanC JanC #ubuntu-women-project
join znc laco@static.95.25.4.46.clients.your-server.de _laco #ubuntu-locoteams
join znc Cobra@ubuntu/member/waver WaVeR #ubuntu-locoteams
join znc xack@unaffiliated/matrixiumn Zacketh #linuxpadawan
join znc jrolland@cpe-75-86-41-3.wi.res.rr.com jrolland-ubuntu #ubuntu-locoteams
join znc myriam@amarok/team/mamarok Mamarok #ubuntu-women
join znc myriam@amarok/team/mamarok Mamarok #ubuntu-women-project
join znc sid103583@gateway/web/irccloud.com/x-ebnjsrhfqxhlbmwf amelia_ #ubuntu-women
join znc unit193@ubuntu/member/unit193 DalekSec #ubuntu-locoteams
join znc unit193@ubuntu/member/unit193 DalekSec #ubuntu-women
join znc unit193@ubuntu/member/unit193 DalekSec #ubuntu-women-project
join znc sid138191@ubuntu/member/pendulum pendulum #ubuntu-community-team
join znc sid138191@ubuntu/member/pendulum pendulum #ubuntu-women
join znc empyrium@static-ip-69-64-51-204.inaddr.ip-pool.com Empyrium #ubuntu-community-team
join znc chuck@CPE7cb21b1804d7-CM7cb21b1804d4.cpe.net.cable.rogers.com zul #ubuntu-community-team
join znc PaulW2U@ubuntu/member/paulw2u PaulW2U #ubuntu-community-team
join znc PaulW2U@ubuntu/member/paulw2u PaulW2U #ubuntu-locoteams
join znc paulmello@fedora/moodoo MooDoo #ubuntu-community-team
join znc paulmello@fedora/moodoo MooDoo #ubuntu-locoteams
join znc mpmc@unaffiliated/mpmc mpmc #linuxpadawan
join znc uid2117@ubuntu/member/daker daker #ubuntu-community-team
join znc uid2117@ubuntu/member/daker daker #ubuntu-locoteams
join znc uid2117@ubuntu/member/daker daker #ubuntu-women-project
join znc bip@89.145.97.141 james_w #ubuntu-women
join znc ongolaBoy@unaffiliated/ongolaboy ongolaBoy #ubuntu-locoteams
join znc swift110@unaffiliated/swift110 swift110 #linuxpadawan
join znc kamilion@2600:3c00::f03c:91ff:feae:8dbe Kamilion #linuxpadawan
join znc lubotu2@ubuntu/bot/lubotu lubotu2` #ubuntu-bd
join znc marco@ubuntu/member/marcoceppi marcoceppi #ubuntu-community-team
join znc marco@ubuntu/member/marcoceppi marcoceppi #ubuntu-communitycouncil
join znc marco@ubuntu/member/marcoceppi marcoceppi #ubuntu-rmb
join znc marco@ubuntu/member/marcoceppi marcoceppi #linuxpadawan
join znc mtrudel@calypso.cyphermox.net cyphermox #ubuntu-locoteams
join znc sid12090@ubuntu/member/hypa7ia hypatia #ubuntu-women
join znc meskarune@2604:a880:800:10::539:100f meskarune #ubuntu-women
join znc willcooke@ubuntu/member/willcooke willcooke #ubuntu-community-team
join znc crazy@2a00:ee2:6000:800::1 CrazyLemon #ubuntu-locoteams
join znc dpm@ubuntu/member/dpm dpm #ubuntu-community-team
join znc dpm@ubuntu/member/dpm dpm #ubuntu-locoteams
join znc annasha@unaffiliated/annasha annasha #ubuntu-bd
join znc jono@c-50-174-107-119.hsd1.ca.comcast.net jono #ubuntu-community-team
quit 1461083215 znc jono@c-50-174-107-119.hsd1.ca.comcast.net jono
quit_all 1461083215 znc jono@c-50-174-107-119.hsd1.ca.comcast.net jono quit #ubuntu-community-team Changing host
join znc jono@ubuntu/member/jono jono #ubuntu-community-team
